user_id,history_movie_id,history_rating,movie_id,rating,timestamp
843,"['596', '625', '578', '142', '99', '1065', '74', '393', '550', '465']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102,0,879449177
843,"['625', '578', '142', '99', '1065', '74', '393', '550', '465', '102']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",135,1,879449177
843,"['578', '142', '99', '1065', '74', '393', '550', '465', '102', '135']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",473,0,879449193
843,"['142', '99', '1065', '74', '393', '550', '465', '102', '135', '473']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",225,0,879449256
843,"['99', '1065', '74', '393', '550', '465', '102', '135', '473', '225']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",71,0,879449256
843,"['1065', '74', '393', '550', '465', '102', '135', '473', '225', '71']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",616,0,879449256
843,"['74', '393', '550', '465', '102', '135', '473', '225', '71', '616']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",158,0,879449336
843,"['393', '550', '465', '102', '135', '473', '225', '71', '616', '158']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1411,0,879449377
843,"['550', '465', '102', '135', '473', '225', '71', '616', '158', '1411']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1480,0,879449377
834,"['347', '294', '258', '346', '268', '751', '300', '342', '326', '343']","[1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",245,1,890860416
834,"['294', '258', '346', '268', '751', '300', '342', '326', '343', '245']","[0, 1, 0, 0, 0, 0, 0, 1, 1, 1]",323,0,890860471
834,"['258', '346', '268', '751', '300', '342', '326', '343', '245', '323']","[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]",269,1,890860566
834,"['346', '268', '751', '300', '342', '326', '343', '245', '323', '269']","[0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",313,1,890860566
834,"['268', '751', '300', '342', '326', '343', '245', '323', '269', '313']","[0, 0, 0, 0, 1, 1, 1, 0, 1, 1]",292,1,890860566
834,"['751', '300', '342', '326', '343', '245', '323', '269', '313', '292']","[0, 0, 0, 1, 1, 1, 0, 1, 1, 1]",288,1,890860566
834,"['300', '342', '326', '343', '245', '323', '269', '313', '292', '288']","[0, 0, 1, 1, 1, 0, 1, 1, 1, 1]",316,1,890860566
834,"['342', '326', '343', '245', '323', '269', '313', '292', '288', '316']","[0, 1, 1, 1, 0, 1, 1, 1, 1, 1]",307,1,890860566
834,"['326', '343', '245', '323', '269', '313', '292', '288', '316', '307']","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",333,1,890860566
834,"['343', '245', '323', '269', '313', '292', '288', '316', '307', '333']","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",286,1,890860566
834,"['245', '323', '269', '313', '292', '288', '316', '307', '333', '286']","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",886,1,890860566
834,"['323', '269', '313', '292', '288', '316', '307', '333', '286', '886']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",272,1,890860566
834,"['269', '313', '292', '288', '316', '307', '333', '286', '886', '272']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",315,1,890860687
834,"['313', '292', '288', '316', '307', '333', '286', '886', '272', '315']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",515,1,890862231
834,"['292', '288', '316', '307', '333', '286', '886', '272', '315', '515']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",100,1,890862311
834,"['288', '316', '307', '333', '286', '886', '272', '315', '515', '100']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",475,1,890862311
834,"['316', '307', '333', '286', '886', '272', '315', '515', '100', '475']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",9,0,890862311
834,"['307', '333', '286', '886', '272', '315', '515', '100', '475', '9']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",50,1,890862362
834,"['333', '286', '886', '272', '315', '515', '100', '475', '9', '50']","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",117,1,890862386
834,"['286', '886', '272', '315', '515', '100', '475', '9', '50', '117']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",127,1,890862412
834,"['886', '272', '315', '515', '100', '475', '9', '50', '117', '127']","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",237,1,890862437
834,"['272', '315', '515', '100', '475', '9', '50', '117', '127', '237']","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",25,0,890862468
834,"['315', '515', '100', '475', '9', '50', '117', '127', '237', '25']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",276,1,890862468
834,"['515', '100', '475', '9', '50', '117', '127', '237', '25', '276']","[1, 1, 1, 0, 1, 1, 1, 1, 0, 1]",284,1,890862468
834,"['100', '475', '9', '50', '117', '127', '237', '25', '276', '284']","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1]",181,1,890862526
834,"['475', '9', '50', '117', '127', '237', '25', '276', '284', '181']","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1]",744,1,890862527
834,"['9', '50', '117', '127', '237', '25', '276', '284', '181', '744']","[0, 1, 1, 1, 1, 0, 1, 1, 1, 1]",405,1,890862563
834,"['50', '117', '127', '237', '25', '276', '284', '181', '744', '405']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",544,1,890862563
834,"['117', '127', '237', '25', '276', '284', '181', '744', '405', '544']","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",148,1,890862563
834,"['127', '237', '25', '276', '284', '181', '744', '405', '544', '148']","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",1017,0,890862563
834,"['237', '25', '276', '284', '181', '744', '405', '544', '148', '1017']","[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]",150,1,890862564
834,"['25', '276', '284', '181', '744', '405', '544', '148', '1017', '150']","[0, 1, 1, 1, 1, 1, 1, 1, 0, 1]",275,0,890862648
834,"['276', '284', '181', '744', '405', '544', '148', '1017', '150', '275']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",628,1,890862648
834,"['284', '181', '744', '405', '544', '148', '1017', '150', '275', '628']","[1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",13,0,890862648
834,"['181', '744', '405', '544', '148', '1017', '150', '275', '628', '13']","[1, 1, 1, 1, 1, 0, 1, 0, 1, 0]",298,1,890862648
834,"['744', '405', '544', '148', '1017', '150', '275', '628', '13', '298']","[1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",255,0,890862940
834,"['405', '544', '148', '1017', '150', '275', '628', '13', '298', '255']","[1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",293,0,890862974
834,"['544', '148', '1017', '150', '275', '628', '13', '298', '255', '293']","[1, 1, 0, 1, 0, 1, 0, 1, 0, 0]",7,1,890862974
834,"['148', '1017', '150', '275', '628', '13', '298', '255', '293', '7']","[1, 0, 1, 0, 1, 0, 1, 0, 0, 1]",151,1,890862974
834,"['1017', '150', '275', '628', '13', '298', '255', '293', '7', '151']","[0, 1, 0, 1, 0, 1, 0, 0, 1, 1]",287,0,890862974
834,"['150', '275', '628', '13', '298', '255', '293', '7', '151', '287']","[1, 0, 1, 0, 1, 0, 0, 1, 1, 0]",246,1,890863023
834,"['275', '628', '13', '298', '255', '293', '7', '151', '287', '246']","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1]",282,1,890863052
834,"['628', '13', '298', '255', '293', '7', '151', '287', '246', '282']","[1, 0, 1, 0, 0, 1, 1, 0, 1, 1]",15,1,890863052
834,"['13', '298', '255', '293', '7', '151', '287', '246', '282', '15']","[0, 1, 0, 0, 1, 1, 0, 1, 1, 1]",762,1,890863072
846,"['258', '270', '269', '748', '294', '289', '271', '288', '302', '268']","[0, 0, 1, 0, 0, 1, 1, 1, 1, 1]",751,1,883946938
846,"['270', '269', '748', '294', '289', '271', '288', '302', '268', '751']","[0, 1, 0, 0, 1, 1, 1, 1, 1, 1]",601,1,883947500
846,"['269', '748', '294', '289', '271', '288', '302', '268', '751', '601']","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1]",69,1,883947500
846,"['748', '294', '289', '271', '288', '302', '268', '751', '601', '69']","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",527,1,883947500
846,"['294', '289', '271', '288', '302', '268', '751', '601', '69', '527']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",210,1,883947500
846,"['289', '271', '288', '302', '268', '751', '601', '69', '527', '210']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",513,1,883947589
846,"['271', '288', '302', '268', '751', '601', '69', '527', '210', '513']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",494,1,883947590
846,"['288', '302', '268', '751', '601', '69', '527', '210', '513', '494']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",493,1,883947590
846,"['302', '268', '751', '601', '69', '527', '210', '513', '494', '493']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",431,1,883947590
846,"['268', '751', '601', '69', '527', '210', '513', '494', '493', '431']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",485,1,883947590
846,"['751', '601', '69', '527', '210', '513', '494', '493', '431', '485']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",514,0,883947590
846,"['601', '69', '527', '210', '513', '494', '493', '431', '485', '514']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",657,1,883947590
846,"['69', '527', '210', '513', '494', '493', '431', '485', '514', '657']","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",180,1,883947630
846,"['527', '210', '513', '494', '493', '431', '485', '514', '657', '180']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",178,1,883947630
846,"['210', '513', '494', '493', '431', '485', '514', '657', '180', '178']","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",265,1,883947630
846,"['513', '494', '493', '431', '485', '514', '657', '180', '178', '265']","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",134,1,883947630
846,"['494', '493', '431', '485', '514', '657', '180', '178', '265', '134']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",194,1,883947630
846,"['493', '431', '485', '514', '657', '180', '178', '265', '134', '194']","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",496,0,883947630
846,"['431', '485', '514', '657', '180', '178', '265', '134', '194', '496']","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",79,1,883947630
846,"['485', '514', '657', '180', '178', '265', '134', '194', '496', '79']","[1, 0, 1, 1, 1, 1, 1, 1, 0, 1]",519,1,883947694
846,"['514', '657', '180', '178', '265', '134', '194', '496', '79', '519']","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",239,1,883947694
846,"['657', '180', '178', '265', '134', '194', '496', '79', '519', '239']","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",135,1,883947694
846,"['180', '178', '265', '134', '194', '496', '79', '519', '239', '135']","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",190,1,883947694
846,"['178', '265', '134', '194', '496', '79', '519', '239', '135', '190']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",479,1,883947694
846,"['265', '134', '194', '496', '79', '519', '239', '135', '190', '479']","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",96,1,883947694
846,"['134', '194', '496', '79', '519', '239', '135', '190', '479', '96']","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",176,1,883947694
846,"['194', '496', '79', '519', '239', '135', '190', '479', '96', '176']","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",181,1,883947694
846,"['496', '79', '519', '239', '135', '190', '479', '96', '176', '181']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",638,1,883947694
846,"['79', '519', '239', '135', '190', '479', '96', '176', '181', '638']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",228,1,883947737
846,"['519', '239', '135', '190', '479', '96', '176', '181', '638', '228']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",168,1,883947737
846,"['239', '135', '190', '479', '96', '176', '181', '638', '228', '168']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",492,0,883947737
846,"['135', '190', '479', '96', '176', '181', '638', '228', '168', '492']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",44,0,883947737
846,"['190', '479', '96', '176', '181', '638', '228', '168', '492', '44']","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",174,1,883947737
846,"['479', '96', '176', '181', '638', '228', '168', '492', '44', '174']","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",177,0,883947737
846,"['96', '176', '181', '638', '228', '168', '492', '44', '174', '177']","[1, 1, 1, 1, 1, 1, 0, 0, 1, 0]",12,1,883947777
846,"['176', '181', '638', '228', '168', '492', '44', '174', '177', '12']","[1, 1, 1, 1, 1, 0, 0, 1, 0, 1]",604,1,883947777
846,"['181', '638', '228', '168', '492', '44', '174', '177', '12', '604']","[1, 1, 1, 1, 0, 0, 1, 0, 1, 1]",318,1,883947777
846,"['638', '228', '168', '492', '44', '174', '177', '12', '604', '318']","[1, 1, 1, 0, 0, 1, 0, 1, 1, 1]",464,0,883947778
846,"['228', '168', '492', '44', '174', '177', '12', '604', '318', '464']","[1, 1, 0, 0, 1, 0, 1, 1, 1, 0]",317,0,883947778
846,"['168', '492', '44', '174', '177', '12', '604', '318', '464', '317']","[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",430,0,883947778
846,"['492', '44', '174', '177', '12', '604', '318', '464', '317', '430']","[0, 0, 1, 0, 1, 1, 1, 0, 0, 0]",95,0,883947778
846,"['44', '174', '177', '12', '604', '318', '464', '317', '430', '95']","[0, 1, 0, 1, 1, 1, 0, 0, 0, 0]",524,0,883947819
846,"['174', '177', '12', '604', '318', '464', '317', '430', '95', '524']","[1, 0, 1, 1, 1, 0, 0, 0, 0, 0]",525,1,883947819
846,"['177', '12', '604', '318', '464', '317', '430', '95', '524', '525']","[0, 1, 1, 1, 0, 0, 0, 0, 0, 1]",478,1,883947819
846,"['12', '604', '318', '464', '317', '430', '95', '524', '525', '478']","[1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",173,1,883947819
846,"['604', '318', '464', '317', '430', '95', '524', '525', '478', '173']","[1, 1, 0, 0, 0, 0, 0, 1, 1, 1]",429,0,883947819
846,"['318', '464', '317', '430', '95', '524', '525', '478', '173', '429']","[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]",98,1,883947819
846,"['464', '317', '430', '95', '524', '525', '478', '173', '429', '98']","[0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",136,0,883947861
846,"['317', '430', '95', '524', '525', '478', '173', '429', '98', '136']","[0, 0, 0, 0, 1, 1, 1, 0, 1, 0]",8,1,883947861
846,"['430', '95', '524', '525', '478', '173', '429', '98', '136', '8']","[0, 0, 0, 1, 1, 1, 0, 1, 0, 1]",480,1,883947861
846,"['95', '524', '525', '478', '173', '429', '98', '136', '8', '480']","[0, 0, 1, 1, 1, 0, 1, 0, 1, 1]",507,0,883947861
846,"['524', '525', '478', '173', '429', '98', '136', '8', '480', '507']","[0, 1, 1, 1, 0, 1, 0, 1, 1, 0]",498,1,883947861
846,"['525', '478', '173', '429', '98', '136', '8', '480', '507', '498']","[1, 1, 1, 0, 1, 0, 1, 1, 0, 1]",490,1,883947862
846,"['478', '173', '429', '98', '136', '8', '480', '507', '498', '490']","[1, 1, 0, 1, 0, 1, 1, 0, 1, 1]",83,1,883947911
846,"['173', '429', '98', '136', '8', '480', '507', '498', '490', '83']","[1, 0, 1, 0, 1, 1, 0, 1, 1, 1]",241,1,883947911
846,"['429', '98', '136', '8', '480', '507', '498', '490', '83', '241']","[0, 1, 0, 1, 1, 0, 1, 1, 1, 1]",127,1,883947911
846,"['98', '136', '8', '480', '507', '498', '490', '83', '241', '127']","[1, 0, 1, 1, 0, 1, 1, 1, 1, 1]",61,0,883947911
846,"['136', '8', '480', '507', '498', '490', '83', '241', '127', '61']","[0, 1, 1, 0, 1, 1, 1, 1, 1, 0]",511,1,883947911
846,"['8', '480', '507', '498', '490', '83', '241', '127', '61', '511']","[1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",187,1,883947911
846,"['480', '507', '498', '490', '83', '241', '127', '61', '511', '187']","[1, 0, 1, 1, 1, 1, 1, 0, 1, 1]",199,1,883947911
846,"['507', '498', '490', '83', '241', '127', '61', '511', '187', '199']","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",603,1,883947960
846,"['498', '490', '83', '241', '127', '61', '511', '187', '199', '603']","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",520,1,883947960
846,"['490', '83', '241', '127', '61', '511', '187', '199', '603', '520']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",699,0,883947960
846,"['83', '241', '127', '61', '511', '187', '199', '603', '520', '699']","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",474,1,883947960
846,"['241', '127', '61', '511', '187', '199', '603', '520', '699', '474']","[1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",357,1,883947960
